#TC_ID/PC_ID , Testcase_Description, Service_ID, SubService_ID, Expected_Response_Data, Write_Data, Addressing, Format, Status_Mask, Communication_Type, controltype
TC_ID-537 , PreCondition: PC_ID-056 Testcase:  Input Ountput Record Local Identifier #3 extended session in extended session NRC-12,0x22,0xB608,03 7F 22 12 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-538 , PreCondition: PC_ID-056 Testcase:  Input Ountput Record Local Identifier #3 extended sessionin extended session NRC-13,0x22,0xB60412,03 7F 22 13 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-539 , PreCondition: PC_ID-056 Testcase:  Input Ountput Record Local Identifier #4 extended session in extended session NRC-12,0x22,0xB609,03 7F 22 12 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-540 , PreCondition: PC_ID-056 Testcase:  Input Ountput Record Local Identifier #4 extended sessionin extended session NRC-13,0x22,0xB60512,03 7F 22 13 00 00 00 00,  ,Physical,Hex,  ,  ,  
PC_ID-059 , Start Default session,0x10,0x01,06 50 01 00 32 01 F4 00,  ,Physical,Hex,  ,  ,  
TC_ID-565 , PreCondition: PC_ID-059  Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,07 59 02 08 96 03 00 08,  ,Physical,Hex,0x08,  ,  
TC_ID-566 , PreCondition: PC_ID-059  Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,03 59 02 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-567 , PreCondition: PC_ID-059 Incorrect message length (19 02 01),0x19,0x02,07 59 02 08 96 03 00 08,  ,Physical,Hex,0x01,  ,  
TC_ID-568 , PreCondition: PC_ID-059 Testcase:Subfunction not supported(19 05),0x19,0x05,03 7F 19 12 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-570 , PreCondition: PC_ID-059 Testcase:reportNumberofDTCByStatusMask(19 01 08),0x19,0x01,03 59 01 08 00 00 00 00,  ,Physical,Hex,0x08,  ,  
TC_ID-571 , PreCondition: PC_ID-059 Testcase:reportNumberofDTCByStatusMask(19 01 01),0x19,0x01,03 59 01 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-572 , PreCondition: PC_ID-059  Testcase:ReportSupportedDTC(19 0A),0x19,0x0A,02 59 0A 00 00 00 00 00,  ,Physical,Hex, ,  ,  
PC_ID-060 , Start Extended session,0x10,0x03,06 50 03 00 32 01 F4 00,  ,Physical,Hex,  ,  ,  
TC_ID-579 , PreCondition: PC_ID-060  Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,07 59 02 08 96 03 00 08,  ,Physical,Hex,0x08,  ,  
TC_ID-580 , PreCondition: PC_ID-060  Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,03 59 02 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-581 , PreCondition: PC_ID-060 Testcase:reportNumberofDTCByStatusMask(19 01 08),0x19,0x01,03 59 01 08 00 00 00 00,  ,Physical,Hex,0x08,  ,  
TC_ID-582 , PreCondition: PC_ID-060 Testcase:reportNumberofDTCByStatusMask(19 01 01),0x19,0x01,03 59 01 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-583 , PreCondition: PC_ID-060 Testcase:ReportSupportedDTC(19 0A),0x19,0x0A,02 59 0A 00 00 00 00 00,  ,Physical,Hex, ,  ,  
PC_ID-061 , Start Default session,0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-584 , PreCondition: PC_ID-061 Testcase:RequestSeed_Request(invalid session)(Default)(27 11),0x27,0x11,03 7F 27 7F 00 00 00 00,  ,Physical,Hex,  ,  ,  
PC_ID-062 , Start Extended session,0x10,0x03,06 50 03 00 32 01 F4 00,  ,Physical,Hex,  ,  ,  
TC_ID-585 , PreCondition: PC_ID-062 RequestSeed_ASK_Request(27 11),0x27,0x11,0x67,  ,Physical,Hex,  ,  ,  
TC_ID-586 , PreCondition: PC_ID-062 SendKey_ASK_Send(27 12),0x27,0x12,0x67,  ,Physical,Hex,  ,  ,  
TC_ID-587 , PreCondition: PC_ID-062 Sub function not supported(out ofrange)(27 31) ,0x27,0x31,03 7F 27 12 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-588 , PreCondition: PC_ID-062 Incorrect message length(27 11 13),0x27,0x11  0x12,03 7F 27 13 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-589 , PreCondition: PC_ID-062 Sub function not supported(out ofrange)(27 31) ,0x27,0x57,03 7F 27 12 00 00 00 00,  ,Physical,Hex,  ,  ,  
PC_ID-067 , Start Default session,0x10,0x01,06 50 01 00 32 01 F4 00,  ,Physical,Hex,  ,  ,  
PC_ID-068 , Start Programming session,0x10,0x02,06 50 02 00 32 01 F4 00,  ,Physical,Hex,  ,  ,  
TC_ID-639 , PreCondition: PC_ID-067 Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,07 59 02 08 96 03 00 08,  ,Physical,Hex,0x08,  ,  
TC_ID-640 , PreCondition: PC_ID-067  Testcase:Report DTC by Status mask(19 02) ,0x19,0x02,07 59 02 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-641 , PreCondition: PC_ID-067 Testcase:reportNumberofDTCByStatusMask(19 01 08),0x19,0x01,03 59 01 08 00 00 00 00,  ,Physical,Hex,0x08,  ,  
TC_ID-642 , PreCondition: PC_ID-067 Testcase:reportNumberofDTCByStatusMask(19 01 01),0x19,0x01,03 59 01 01 00 00 00 00,  ,Physical,Hex,0x01,  ,  
TC_ID-643 , PreCondition: PC_ID-067 Testcase:ReportSupportedDTC(19 0A),0x19,0x0A,02 59 0A 00 00 00 00 00,  ,Physical,Hex, ,  ,  
